	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
aDC_HPCA_1	0.3194615933061668	0.6997560993297814	0.8434990002066972	1.149343542840969	1.3268303961474825
aDC_HPCA_2	0.32717942198012856	0.6877750015730709	0.7684684480997169	1.327245860141011	2.6208405318755914
aDC_HPCA_3	0.32717942198012856	0.6877750015730709	0.7684684480997169	1.327245860141011	2.6208405318755914
aDC_IRIS_1	0.4681254928169379	1.3069672489135518	1.1540916441428515	1.4838528405151314	1.3666608452338598
aDC_IRIS_2	8.168244240009086	12.705529639628516	11.105918012388797	16.76545620796155	11.333010872401587
aDC_IRIS_3	3.817998679543489	8.33223683500136	6.440593912189131	10.607530554959977	6.320266056191382
Adipocytes_ENCODE_1	0.529045641631631	1.5065600429434896	0.5125074950559103	2.3297974131824506	1.0797468268844101
Adipocytes_ENCODE_2	1.4148802655809418	2.4251771725773636	1.1197707189444193	3.4583848852378747	1.9815388454683656
Adipocytes_ENCODE_3	1.6136122818815823	2.356015721464388	1.1688812434229578	2.8641274528597926	2.3303488855602796
Adipocytes_FANTOM_1	0.21748025868556764	0.5069334046867178	0.24248823020941646	0.8772798475861027	0.4743176676833884
Adipocytes_FANTOM_2	0.21748025868556764	0.5069334046867178	0.24248823020941646	0.8772798475861027	0.4743176676833884
Adipocytes_FANTOM_3	0.6103678935999806	0.5323236989003896	0.3340709383460341	0.8214263293387714	0.5980575636693677
Adipocytes_HPCA_1	1.4148802655809418	2.4251771725773636	1.1197707189444193	3.4583848852378747	1.9815388454683656
Adipocytes_HPCA_2	0.529045641631631	1.5065600429434896	0.5125074950559103	2.3297974131824506	1.0797468268844101
Adipocytes_HPCA_3	2.1990796876414285	3.1148896745918084	1.7758598644236336	3.808969273768386	3.321709969870534
Astrocytes_ENCODE_1	0.7734231042784893	1.446755266550808	0.5561883582556294	1.6096741472697296	0.9432389495474396
Astrocytes_ENCODE_2	1.0554217755477602	1.59588676203941	0.8124921233417103	1.8080536161879874	1.2246235435707893
Astrocytes_ENCODE_3	0.3044704041917868	1.704930248709967	0.25816916052104066	1.2661583629308533	0.25099716394963695
Astrocytes_FANTOM_1	24.25718944640286	75.22157662058582	27.80663123810721	83.65420930212623	23.073566822236188
Astrocytes_FANTOM_2	18.539602536216677	59.61786448450052	19.236973054797947	63.74160975214393	14.883648568468722
Astrocytes_FANTOM_3	22.069171561022273	67.14865210914158	23.71782122637876	71.5873896449079	17.288675390021666
B-cells_FANTOM_1	1.2427847955750866	1.0074185928761477	1.1764916366866491	0.43119019076690357	1.3576446775848419
B-cells_FANTOM_2	1.064378457105549	0.7929153949872131	1.22924868495445	0.2655871752625651	1.4686362162644155
B-cells_FANTOM_3	1.537757906624268	1.4897991828120696	1.5467659464527779	0.76022784018373	1.9128868481507708
B-cells_HPCA_1	4.438932732513018	2.990727480737609	4.30568267965904	2.6997449016419672	5.500494234799468
B-cells_HPCA_2	1.157960493742651	1.0486494878072812	1.0998358046455181	1.235386128962033	1.2526315486770683
B-cells_HPCA_3	0.4037758800486368	0.07238213707088656	0.44492475638623913	0.01496370607475473	0.7661360991757884
B-cells_NOVERSHTERN_1	0.4462872667030136	0.33000251836887323	0.5153885693170267	0.31325440200491245	0.3288668836292378
B-cells_NOVERSHTERN_2	4.278036911504342	3.284130963705502	4.777325559588336	2.54121688251163	3.0223448176466503
B-cells_NOVERSHTERN_3	0.17177658506101526	0.08165057870587163	0.23748102526148265	0.12349813099559039	0.19796208043458
Basophils_FANTOM_1	0.0005213819767287706	0.0080602505318223	0.0014996286465904084	0.00458294169171909	0.0032646373710741726
